REGION,TECHNOLOGY,YEAR,VALUE
REGION1,EEBMCSPN2,2042,127.1484505
REGION1,EEBMCSPN2,2043,127.1484505
REGION1,EEBMCSPN2,2044,127.1484505
REGION1,EEBMCSPN2,2045,127.1484505
REGION1,EEBMCSPN2,2046,127.1484505
REGION1,EEBMCSPN2,2047,127.1484505
REGION1,EEBMCSPN2,2048,127.1484505
REGION1,EEBMCSPN2,2049,127.1484505
REGION1,EEBMCSPN2,2050,127.1484505
REGION1,EEBMCSPN2,2051,127.1484505
REGION1,EEBMCSPN2,2052,127.1484505
REGION1,EEBMCSPN2,2053,127.1484505
REGION1,EEBMCSPN2,2054,127.1484505
REGION1,EEBMCSPN2,2055,127.1484505
REGION1,EEBMCSPN2,2056,127.1484505
REGION1,EEBMCSPN2,2057,127.1484505
REGION1,EEBMCSPN2,2058,127.1484505
REGION1,EEBMCSPN2,2059,127.1484505
REGION1,EEBMCSPN2,2060,127.1484505
REGION1,EEBMSTPH3,2015,77.20426381
REGION1,EEBMSTPH3,2016,76.6461607
REGION1,EEBMSTPH3,2017,76.08805759
REGION1,EEBMSTPH3,2018,75.52995448
REGION1,EEBMSTPH3,2019,74.97185136
REGION1,EEBMSTPH3,2020,74.41374825
REGION1,EEBMSTPH3,2021,74.16570242
REGION1,EEBMSTPH3,2022,73.9176566
REGION1,EEBMSTPH3,2023,73.66961077
REGION1,EEBMSTPH3,2024,73.42156494
REGION1,EEBMSTPH3,2025,73.17351911
REGION1,EEBMSTPH3,2026,72.92547329
REGION1,EEBMSTPH3,2027,72.67742746
REGION1,EEBMSTPH3,2028,72.42938163
REGION1,EEBMSTPH3,2029,72.1813358
REGION1,EEBMSTPH3,2030,71.93328998
REGION1,EEBMSTPH3,2031,71.68524415
REGION1,EEBMSTPH3,2032,71.43719832
REGION1,EEBMSTPH3,2033,71.18915249
REGION1,EEBMSTPH3,2034,70.94110667
REGION1,EEBMSTPH3,2035,70.69306084
REGION1,EEBMSTPH3,2036,70.48098166
REGION1,EEBMSTPH3,2037,70.26953871
REGION1,EEBMSTPH3,2038,70.0587301
REGION1,EEBMSTPH3,2039,69.84855391
REGION1,EEBMSTPH3,2040,69.63900824
REGION1,EEBMSTPH3,2041,69.43009122
REGION1,EEBMSTPH3,2042,69.22180095
REGION1,EEBMSTPH3,2043,69.01413554
REGION1,EEBMSTPH3,2044,68.80709314
REGION1,EEBMSTPH3,2045,68.60067186
REGION1,EEBMSTPH3,2046,68.39486984
REGION1,EEBMSTPH3,2047,68.18968523
REGION1,EEBMSTPH3,2048,67.98511618
REGION1,EEBMSTPH3,2049,67.78116083
REGION1,EEBMSTPH3,2050,67.57781734
REGION1,EEBMSTPH3,2051,67.37508389
REGION1,EEBMSTPH3,2052,67.17295864
REGION1,EEBMSTPH3,2053,66.97143977
REGION1,EEBMSTPH3,2054,66.77052545
REGION1,EEBMSTPH3,2055,66.57021387
REGION1,EEBMSTPH3,2056,66.37050323
REGION1,EEBMSTPH3,2057,66.17139172
REGION1,EEBMSTPH3,2058,65.97287754
REGION1,EEBMSTPH3,2059,65.77495891
REGION1,EEBMSTPH3,2060,65.57763403
REGION1,EECOCSPN2,2015,57.96
REGION1,EECOCSPN2,2016,57.4167619
REGION1,EECOCSPN2,2017,56.87352381
REGION1,EECOCSPN2,2018,56.33028571
REGION1,EECOCSPN2,2019,55.78704762
REGION1,EECOCSPN2,2020,55.24380952
REGION1,EECOCSPN2,2021,55.24380952
REGION1,EECOCSPN2,2022,55.24380952
REGION1,EECOCSPN2,2023,55.24380952
REGION1,EECOCSPN2,2024,55.24380952
REGION1,EECOCSPN2,2025,55.24380952
REGION1,EECOCSPN2,2026,55.24380952
REGION1,EECOCSPN2,2027,55.24380952
REGION1,EECOCSPN2,2028,55.24380952
REGION1,EECOCSPN2,2029,55.24380952
REGION1,EECOCSPN2,2030,55.24380952
REGION1,EECOCSPN2,2031,55.08368254
REGION1,EECOCSPN2,2032,54.92355556
REGION1,EECOCSPN2,2033,54.76342857
REGION1,EECOCSPN2,2034,54.60330159
REGION1,EECOCSPN2,2035,54.4431746
REGION1,EECOCSPN2,2036,54.28304762
REGION1,EECOCSPN2,2037,54.12292063
REGION1,EECOCSPN2,2038,53.96279365
REGION1,EECOCSPN2,2039,53.80266667
REGION1,EECOCSPN2,2040,53.64253968
REGION1,EECOCSPN2,2041,53.44238095
REGION1,EECOCSPN2,2042,53.24222222
REGION1,EECOCSPN2,2043,53.04206349
REGION1,EECOCSPN2,2044,52.84190476
REGION1,EECOCSPN2,2045,52.64174603
REGION1,EECOCSPN2,2046,52.4415873
REGION1,EECOCSPN2,2047,52.24142857
REGION1,EECOCSPN2,2048,52.04126984
REGION1,EECOCSPN2,2049,51.84111111
REGION1,EECOCSPN2,2050,51.64095238
REGION1,EECOCSPN2,2051,51.64095238
REGION1,EECOCSPN2,2052,51.64095238
REGION1,EECOCSPN2,2053,51.64095238
REGION1,EECOCSPN2,2054,51.64095238
REGION1,EECOCSPN2,2055,51.64095238
REGION1,EECOCSPN2,2056,51.64095238
REGION1,EECOCSPN2,2057,51.64095238
REGION1,EECOCSPN2,2058,51.64095238
REGION1,EECOCSPN2,2059,51.64095238
REGION1,EECOCSPN2,2060,51.64095238
REGION1,EECOSTPH1,2015,39.99738969
REGION1,EECOSTPH1,2016,39.99738969
REGION1,EECOSTPH1,2017,39.99738969
REGION1,EECOSTPH1,2018,39.99738969
REGION1,EECOSTPH1,2019,39.99738969
REGION1,EECOSTPH1,2020,39.99738969
REGION1,EECOSTPH1,2021,39.99738969
REGION1,EECOSTPH1,2022,39.99738969
REGION1,EECOSTPH1,2023,39.99738969
REGION1,EECOSTPH1,2024,39.99738969
REGION1,EECOSTPH1,2025,39.99738969
REGION1,EECOSTPH1,2026,39.99738969
REGION1,EECOSTPH1,2027,39.99738969
REGION1,EECOSTPH1,2028,39.99738969
REGION1,EECOSTPH1,2029,39.99738969
REGION1,EECOSTPH1,2030,39.99738969
REGION1,EECOSTPH1,2031,39.99738969
REGION1,EECOSTPH1,2032,39.99738969
REGION1,EECOSTPH1,2033,39.99738969
REGION1,EECOSTPH1,2034,39.99738969
REGION1,EECOSTPH1,2035,39.99738969
REGION1,EECOSTPH1,2036,39.99738969
REGION1,EECOSTPH1,2037,39.99738969
REGION1,EECOSTPH1,2038,39.99738969
REGION1,EECOSTPH1,2039,39.99738969
REGION1,EECOSTPH1,2040,39.99738969
REGION1,EECOSTPH1,2041,39.99738969
REGION1,EECOSTPH1,2042,39.99738969
REGION1,EECOSTPH1,2043,39.99738969
REGION1,EECOSTPH1,2044,39.99738969
REGION1,EECOSTPH1,2045,39.99738969
REGION1,EECOSTPH1,2046,39.99738969
REGION1,EECOSTPH1,2047,39.99738969
REGION1,EECOSTPH1,2048,39.99738969
REGION1,EECOSTPH1,2049,39.99738969
REGION1,EECOSTPH1,2050,39.99738969
REGION1,EECOSTPH1,2051,39.99738969
REGION1,EECOSTPH1,2052,39.99738969
REGION1,EECOSTPH1,2053,39.99738969
REGION1,EECOSTPH1,2054,39.99738969
REGION1,EECOSTPH1,2055,39.99738969
REGION1,EECOSTPH1,2056,39.99738969
REGION1,EECOSTPH1,2057,39.99738969
REGION1,EECOSTPH1,2058,39.99738969
REGION1,EECOSTPH1,2059,39.99738969
REGION1,EECOSTPH1,2060,39.99738969
REGION1,EECOSTPH3,2015,61.39134231
REGION1,EECOSTPH3,2016,61.39134231
REGION1,EECOSTPH3,2017,61.39134231
REGION1,EECOSTPH3,2018,61.39134231
REGION1,EECOSTPH3,2019,61.39134231
REGION1,EECOSTPH3,2020,61.39134231
REGION1,EECOSTPH3,2021,61.39134231
REGION1,EECOSTPH3,2022,61.39134231
REGION1,EECOSTPH3,2023,61.39134231
REGION1,EECOSTPH3,2024,61.39134231
REGION1,EECOSTPH3,2025,61.39134231
REGION1,EECOSTPH3,2026,61.39134231
REGION1,EECOSTPH3,2027,61.39134231
REGION1,EECOSTPH3,2028,61.39134231
REGION1,EECOSTPH3,2029,61.39134231
REGION1,EECOSTPH3,2030,61.39134231
REGION1,EECOSTPH3,2031,61.39134231
REGION1,EECOSTPH3,2032,61.39134231
REGION1,EECOSTPH3,2033,61.39134231
REGION1,EECOSTPH3,2034,61.39134231
REGION1,EECOSTPH3,2035,61.39134231
REGION1,EECOSTPH3,2036,61.39134231
REGION1,EECOSTPH3,2037,61.39134231
REGION1,EECOSTPH3,2038,61.39134231
REGION1,EECOSTPH3,2039,61.39134231
REGION1,EECOSTPH3,2040,61.39134231
REGION1,EECOSTPH3,2041,61.39134231
REGION1,EECOSTPH3,2042,61.39134231
REGION1,EECOSTPH3,2043,61.39134231
REGION1,EECOSTPH3,2044,61.39134231
REGION1,EECOSTPH3,2045,61.39134231
REGION1,EECOSTPH3,2046,61.39134231
REGION1,EECOSTPH3,2047,61.39134231
REGION1,EECOSTPH3,2048,61.39134231
REGION1,EECOSTPH3,2049,61.39134231
REGION1,EECOSTPH3,2050,61.39134231
REGION1,EECOSTPH3,2051,61.39134231
REGION1,EECOSTPH3,2052,61.39134231
REGION1,EECOSTPH3,2053,61.39134231
REGION1,EECOSTPH3,2054,61.39134231
REGION1,EECOSTPH3,2055,61.39134231
REGION1,EECOSTPH3,2056,61.39134231
REGION1,EECOSTPH3,2057,61.39134231
REGION1,EECOSTPH3,2058,61.39134231
REGION1,EECOSTPH3,2059,61.39134231
REGION1,EECOSTPH3,2060,61.39134231
REGION1,EEGOCVPH2,2015,70.8
REGION1,EEGOCVPH2,2016,69.99428571
REGION1,EEGOCVPH2,2017,69.18857143
REGION1,EEGOCVPH2,2018,68.38285714
REGION1,EEGOCVPH2,2019,67.57714286
REGION1,EEGOCVPH2,2020,66.77142857
REGION1,EEGOCVPH2,2021,66.45904762
REGION1,EEGOCVPH2,2022,66.14666667
REGION1,EEGOCVPH2,2023,65.83428571
REGION1,EEGOCVPH2,2024,65.52190476
REGION1,EEGOCVPH2,2025,65.20952381
REGION1,EEGOCVPH2,2026,64.89714286
REGION1,EEGOCVPH2,2027,64.5847619
REGION1,EEGOCVPH2,2028,64.27238095
REGION1,EEGOCVPH2,2029,63.96
REGION1,EEGOCVPH2,2030,63.64761905
REGION1,EEGOCVPH2,2031,63.45238095
REGION1,EEGOCVPH2,2032,63.25714286
REGION1,EEGOCVPH2,2033,63.06190476
REGION1,EEGOCVPH2,2034,62.86666667
REGION1,EEGOCVPH2,2035,62.67142857
REGION1,EEGOCVPH2,2036,62.47619048
REGION1,EEGOCVPH2,2037,62.28095238
REGION1,EEGOCVPH2,2038,62.08571429
REGION1,EEGOCVPH2,2039,61.89047619
REGION1,EEGOCVPH2,2040,61.6952381
REGION1,EEGOCVPH2,2041,61.5
REGION1,EEGOCVPH2,2042,61.3047619
REGION1,EEGOCVPH2,2043,61.10952381
REGION1,EEGOCVPH2,2044,60.91428571
REGION1,EEGOCVPH2,2045,60.71904762
REGION1,EEGOCVPH2,2046,60.52380952
REGION1,EEGOCVPH2,2047,60.32857143
REGION1,EEGOCVPH2,2048,60.13333333
REGION1,EEGOCVPH2,2049,59.93809524
REGION1,EEGOCVPH2,2050,59.74285714
REGION1,EEGOCVPH2,2051,59.68311429
REGION1,EEGOCVPH2,2052,59.62343117
REGION1,EEGOCVPH2,2053,59.56380774
REGION1,EEGOCVPH2,2054,59.50424393
REGION1,EEGOCVPH2,2055,59.44473969
REGION1,EEGOCVPH2,2056,59.38529495
REGION1,EEGOCVPH2,2057,59.32590965
REGION1,EEGOCVPH2,2058,59.26658374
REGION1,EEGOCVPH2,2059,59.20731716
REGION1,EEGOCVPH2,2060,59.14810984
REGION1,EEHFCCPH2,2015,20.66075942
REGION1,EEHFCCPH2,2016,20.66075942
REGION1,EEHFCCPH2,2017,20.66075942
REGION1,EEHFCCPH2,2018,20.66075942
REGION1,EEHFCCPH2,2019,20.66075942
REGION1,EEHFCCPH2,2020,20.66075942
REGION1,EEHFCCPH2,2021,20.66075942
REGION1,EEHFCCPH2,2022,20.66075942
REGION1,EEHFCCPH2,2023,20.66075942
REGION1,EEHFCCPH2,2024,20.66075942
REGION1,EEHFCCPH2,2025,20.66075942
REGION1,EEHFCCPH2,2026,20.66075942
REGION1,EEHFCCPH2,2027,20.66075942
REGION1,EEHFCCPH2,2028,20.66075942
REGION1,EEHFCCPH2,2029,20.66075942
REGION1,EEHFCCPH2,2030,20.66075942
REGION1,EEHFCCPH2,2031,20.66075942
REGION1,EEHFCCPH2,2032,20.66075942
REGION1,EEHFCCPH2,2033,20.66075942
REGION1,EEHFCCPH2,2034,20.66075942
REGION1,EEHFCCPH2,2035,20.66075942
REGION1,EEHFCCPH2,2036,20.66075942
REGION1,EEHFCCPH2,2037,20.66075942
REGION1,EEHFCCPH2,2038,20.66075942
REGION1,EEHFCCPH2,2039,20.66075942
REGION1,EEHFCCPH2,2040,20.66075942
REGION1,EEHFCCPH2,2041,20.66075942
REGION1,EEHFCCPH2,2042,20.66075942
REGION1,EEHFCCPH2,2043,20.66075942
REGION1,EEHFCCPH2,2044,20.66075942
REGION1,EEHFCCPH2,2045,20.66075942
REGION1,EEHFCCPH2,2046,20.66075942
REGION1,EEHFCCPH2,2047,20.66075942
REGION1,EEHFCCPH2,2048,20.66075942
REGION1,EEHFCCPH2,2049,20.66075942
REGION1,EEHFCCPH2,2050,20.66075942
REGION1,EEHFCCPH2,2051,20.66075942
REGION1,EEHFCCPH2,2052,20.66075942
REGION1,EEHFCCPH2,2053,20.66075942
REGION1,EEHFCCPH2,2054,20.66075942
REGION1,EEHFCCPH2,2055,20.66075942
REGION1,EEHFCCPH2,2056,20.66075942
REGION1,EEHFCCPH2,2057,20.66075942
REGION1,EEHFCCPH2,2058,20.66075942
REGION1,EEHFCCPH2,2059,20.66075942
REGION1,EEHFCCPH2,2060,20.66075942
REGION1,EEHFCHPH3,2015,0.005407976
REGION1,EEHFCHPH3,2016,0.005407976
REGION1,EEHFCHPH3,2017,0.005407976
REGION1,EEHFCHPH3,2018,0.005407976
REGION1,EEHFCHPH3,2019,0.005407976
REGION1,EEHFCHPH3,2020,0.005407976
REGION1,EEHFCHPH3,2021,0.005407976
REGION1,EEHFCHPH3,2022,0.005407976
REGION1,EEHFCHPH3,2023,0.005407976
REGION1,EEHFCHPH3,2024,0.005407976
REGION1,EEHFCHPH3,2025,0.005407976
REGION1,EEHFCHPH3,2026,0.005407976
REGION1,EEHFCHPH3,2027,0.005407976
REGION1,EEHFCHPH3,2028,0.005407976
REGION1,EEHFCHPH3,2029,0.005407976
REGION1,EEHFCHPH3,2030,0.005407976
REGION1,EEHFCHPH3,2031,0.005407976
REGION1,EEHFCHPH3,2032,0.005407976
REGION1,EEHFCHPH3,2033,0.005407976
REGION1,EEHFCHPH3,2034,0.005407976
REGION1,EEHFCHPH3,2035,0.005407976
REGION1,EEHFCHPH3,2036,0.005407976
REGION1,EEHFCHPH3,2037,0.005407976
REGION1,EEHFCHPH3,2038,0.005407976
REGION1,EEHFCHPH3,2039,0.005407976
REGION1,EEHFCHPH3,2040,0.005407976
REGION1,EEHFCHPH3,2041,0.005407976
REGION1,EEHFCHPH3,2042,0.005407976
REGION1,EEHFCHPH3,2043,0.005407976
REGION1,EEHFCHPH3,2044,0.005407976
REGION1,EEHFCHPH3,2045,0.005407976
REGION1,EEHFCHPH3,2046,0.005407976
REGION1,EEHFCHPH3,2047,0.005407976
REGION1,EEHFCHPH3,2048,0.005407976
REGION1,EEHFCHPH3,2049,0.005407976
REGION1,EEHFCHPH3,2050,0.005407976
REGION1,EEHFCHPH3,2051,0.005407976
REGION1,EEHFCHPH3,2052,0.005407976
REGION1,EEHFCHPH3,2053,0.005407976
REGION1,EEHFCHPH3,2054,0.005407976
REGION1,EEHFCHPH3,2055,0.005407976
REGION1,EEHFCHPH3,2056,0.005407976
REGION1,EEHFCHPH3,2057,0.005407976
REGION1,EEHFCHPH3,2058,0.005407976
REGION1,EEHFCHPH3,2059,0.005407976
REGION1,EEHFCHPH3,2060,0.005407976
REGION1,EEHFGCPH3,2015,7.486486944
REGION1,EEHFGCPH3,2016,7.650685956
REGION1,EEHFGCPH3,2017,7.814884967
REGION1,EEHFGCPH3,2018,7.979083978
REGION1,EEHFGCPH3,2019,8.143282989
REGION1,EEHFGCPH3,2020,8.307482
REGION1,EEHFGCPH3,2021,8.307482
REGION1,EEHFGCPH3,2022,8.307482
REGION1,EEHFGCPH3,2023,8.307482
REGION1,EEHFGCPH3,2024,8.307482
REGION1,EEHFGCPH3,2025,8.307482
REGION1,EEHFGCPH3,2026,8.307482
REGION1,EEHFGCPH3,2027,8.307482
REGION1,EEHFGCPH3,2028,8.307482
REGION1,EEHFGCPH3,2029,8.307482
REGION1,EEHFGCPH3,2030,8.307482
REGION1,EEHFGCPH3,2031,8.307482
REGION1,EEHFGCPH3,2032,8.307482
REGION1,EEHFGCPH3,2033,8.307482
REGION1,EEHFGCPH3,2034,8.307482
REGION1,EEHFGCPH3,2035,8.307482
REGION1,EEHFGCPH3,2036,8.307482
REGION1,EEHFGCPH3,2037,8.307482
REGION1,EEHFGCPH3,2038,8.307482
REGION1,EEHFGCPH3,2039,8.307482
REGION1,EEHFGCPH3,2040,8.307482
REGION1,EEHFGCPH3,2041,8.307482
REGION1,EEHFGCPH3,2042,8.307482
REGION1,EEHFGCPH3,2043,8.307482
REGION1,EEHFGCPH3,2044,8.307482
REGION1,EEHFGCPH3,2045,8.307482
REGION1,EEHFGCPH3,2046,8.307482
REGION1,EEHFGCPH3,2047,8.307482
REGION1,EEHFGCPH3,2048,8.307482
REGION1,EEHFGCPH3,2049,8.307482
REGION1,EEHFGCPH3,2050,8.307482
REGION1,EEHFGCPH3,2051,8.307482
REGION1,EEHFGCPH3,2052,8.307482
REGION1,EEHFGCPH3,2053,8.307482
REGION1,EEHFGCPH3,2054,8.307482
REGION1,EEHFGCPH3,2055,8.307482
REGION1,EEHFGCPH3,2056,8.307482
REGION1,EEHFGCPH3,2057,8.307482
REGION1,EEHFGCPH3,2058,8.307482
REGION1,EEHFGCPH3,2059,8.307482
REGION1,EEHFGCPH3,2060,8.307482
REGION1,EEHFGCPN3,2015,16.04247202
REGION1,EEHFGCPN3,2016,16.04247202
REGION1,EEHFGCPN3,2017,16.04247202
REGION1,EEHFGCPN3,2018,16.04247202
REGION1,EEHFGCPN3,2019,16.04247202
REGION1,EEHFGCPN3,2020,16.04247202
REGION1,EEHFGCPN3,2021,16.04247202
REGION1,EEHFGCPN3,2022,16.04247202
REGION1,EEHFGCPN3,2023,16.04247202
REGION1,EEHFGCPN3,2024,16.04247202
REGION1,EEHFGCPN3,2025,16.04247202
REGION1,EEHFGCPN3,2026,16.04247202
REGION1,EEHFGCPN3,2027,16.04247202
REGION1,EEHFGCPN3,2028,16.04247202
REGION1,EEHFGCPN3,2029,16.04247202
REGION1,EEHFGCPN3,2030,16.04247202
REGION1,EEHFGCPN3,2031,16.04247202
REGION1,EEHFGCPN3,2032,16.04247202
REGION1,EEHFGCPN3,2033,16.04247202
REGION1,EEHFGCPN3,2034,16.04247202
REGION1,EEHFGCPN3,2035,16.04247202
REGION1,EEHFGCPN3,2036,16.04247202
REGION1,EEHFGCPN3,2037,16.04247202
REGION1,EEHFGCPN3,2038,16.04247202
REGION1,EEHFGCPN3,2039,16.04247202
REGION1,EEHFGCPN3,2040,16.04247202
REGION1,EEHFGCPN3,2041,16.04247202
REGION1,EEHFGCPN3,2042,16.04247202
REGION1,EEHFGCPN3,2043,16.04247202
REGION1,EEHFGCPN3,2044,16.04247202
REGION1,EEHFGCPN3,2045,16.04247202
REGION1,EEHFGCPN3,2046,16.04247202
REGION1,EEHFGCPN3,2047,16.04247202
REGION1,EEHFGCPN3,2048,16.04247202
REGION1,EEHFGCPN3,2049,16.04247202
REGION1,EEHFGCPN3,2050,16.04247202
REGION1,EEHFGCPN3,2051,16.04247202
REGION1,EEHFGCPN3,2052,16.04247202
REGION1,EEHFGCPN3,2053,16.04247202
REGION1,EEHFGCPN3,2054,16.04247202
REGION1,EEHFGCPN3,2055,16.04247202
REGION1,EEHFGCPN3,2056,16.04247202
REGION1,EEHFGCPN3,2057,16.04247202
REGION1,EEHFGCPN3,2058,16.04247202
REGION1,EEHFGCPN3,2059,16.04247202
REGION1,EEHFGCPN3,2060,16.04247202
REGION1,EEHFSTPH2,2015,55.81031119
REGION1,EEHFSTPH2,2016,55.81031119
REGION1,EEHFSTPH2,2017,55.81031119
REGION1,EEHFSTPH2,2018,55.81031119
REGION1,EEHFSTPH2,2019,55.81031119
REGION1,EEHFSTPH2,2020,55.81031119
REGION1,EEHFSTPH2,2021,55.81031119
REGION1,EEHFSTPH2,2022,55.81031119
REGION1,EEHFSTPH2,2023,55.81031119
REGION1,EEHFSTPH2,2024,55.81031119
REGION1,EEHFSTPH2,2025,55.81031119
REGION1,EEHFSTPH2,2026,55.81031119
REGION1,EEHFSTPH2,2027,55.81031119
REGION1,EEHFSTPH2,2028,55.81031119
REGION1,EEHFSTPH2,2029,55.81031119
REGION1,EEHFSTPH2,2030,55.81031119
REGION1,EEHFSTPH2,2031,55.81031119
REGION1,EEHFSTPH2,2032,55.81031119
REGION1,EEHFSTPH2,2033,55.81031119
REGION1,EEHFSTPH2,2034,55.81031119
REGION1,EEHFSTPH2,2035,55.81031119
REGION1,EEHFSTPH2,2036,55.81031119
REGION1,EEHFSTPH2,2037,55.81031119
REGION1,EEHFSTPH2,2038,55.81031119
REGION1,EEHFSTPH2,2039,55.81031119
REGION1,EEHFSTPH2,2040,55.81031119
REGION1,EEHFSTPH2,2041,55.81031119
REGION1,EEHFSTPH2,2042,55.81031119
REGION1,EEHFSTPH2,2043,55.81031119
REGION1,EEHFSTPH2,2044,55.81031119
REGION1,EEHFSTPH2,2045,55.81031119
REGION1,EEHFSTPH2,2046,55.81031119
REGION1,EEHFSTPH2,2047,55.81031119
REGION1,EEHFSTPH2,2048,55.81031119
REGION1,EEHFSTPH2,2049,55.81031119
REGION1,EEHFSTPH2,2050,55.81031119
REGION1,EEHFSTPH2,2051,55.81031119
REGION1,EEHFSTPH2,2052,55.81031119
REGION1,EEHFSTPH2,2053,55.81031119
REGION1,EEHFSTPH2,2054,55.81031119
REGION1,EEHFSTPH2,2055,55.81031119
REGION1,EEHFSTPH2,2056,55.81031119
REGION1,EEHFSTPH2,2057,55.81031119
REGION1,EEHFSTPH2,2058,55.81031119
REGION1,EEHFSTPH2,2059,55.81031119
REGION1,EEHFSTPH2,2060,55.81031119
REGION1,EEHFSTPH3,2015,61.39134231
REGION1,EEHFSTPH3,2016,61.39134231
REGION1,EEHFSTPH3,2017,61.39134231
REGION1,EEHFSTPH3,2018,61.39134231
REGION1,EEHFSTPH3,2019,61.39134231
REGION1,EEHFSTPH3,2020,61.39134231
REGION1,EEHFSTPH3,2021,61.39134231
REGION1,EEHFSTPH3,2022,61.39134231
REGION1,EEHFSTPH3,2023,61.39134231
REGION1,EEHFSTPH3,2024,61.39134231
REGION1,EEHFSTPH3,2025,61.39134231
REGION1,EEHFSTPH3,2026,61.39134231
REGION1,EEHFSTPH3,2027,61.39134231
REGION1,EEHFSTPH3,2028,61.39134231
REGION1,EEHFSTPH3,2029,61.39134231
REGION1,EEHFSTPH3,2030,61.39134231
REGION1,EEHFSTPH3,2031,61.39134231
REGION1,EEHFSTPH3,2032,61.39134231
REGION1,EEHFSTPH3,2033,61.39134231
REGION1,EEHFSTPH3,2034,61.39134231
REGION1,EEHFSTPH3,2035,61.39134231
REGION1,EEHFSTPH3,2036,61.39134231
REGION1,EEHFSTPH3,2037,61.39134231
REGION1,EEHFSTPH3,2038,61.39134231
REGION1,EEHFSTPH3,2039,61.39134231
REGION1,EEHFSTPH3,2040,61.39134231
REGION1,EEHFSTPH3,2041,61.39134231
REGION1,EEHFSTPH3,2042,61.39134231
REGION1,EEHFSTPH3,2043,61.39134231
REGION1,EEHFSTPH3,2044,61.39134231
REGION1,EEHFSTPH3,2045,61.39134231
REGION1,EEHFSTPH3,2046,61.39134231
REGION1,EEHFSTPH3,2047,61.39134231
REGION1,EEHFSTPH3,2048,61.39134231
REGION1,EEHFSTPH3,2049,61.39134231
REGION1,EEHFSTPH3,2050,61.39134231
REGION1,EEHFSTPH3,2051,61.39134231
REGION1,EEHFSTPH3,2052,61.39134231
REGION1,EEHFSTPH3,2053,61.39134231
REGION1,EEHFSTPH3,2054,61.39134231
REGION1,EEHFSTPH3,2055,61.39134231
REGION1,EEHFSTPH3,2056,61.39134231
REGION1,EEHFSTPH3,2057,61.39134231
REGION1,EEHFSTPH3,2058,61.39134231
REGION1,EEHFSTPH3,2059,61.39134231
REGION1,EEHFSTPH3,2060,61.39134231
REGION1,EEHYDMPH0,2015,105
REGION1,EEHYDMPH0,2016,103.5470522
REGION1,EEHYDMPH0,2017,102.0941043
REGION1,EEHYDMPH0,2018,100.6411565
REGION1,EEHYDMPH0,2019,99.18820862
REGION1,EEHYDMPH0,2020,97.73526077
REGION1,EEHYDMPH0,2021,97.70268235
REGION1,EEHYDMPH0,2022,97.67010393
REGION1,EEHYDMPH0,2023,97.63752551
REGION1,EEHYDMPH0,2024,97.60494709
REGION1,EEHYDMPH0,2025,97.57236867
REGION1,EEHYDMPH0,2026,97.53979025
REGION1,EEHYDMPH0,2027,97.50721183
REGION1,EEHYDMPH0,2028,97.47463341
REGION1,EEHYDMPH0,2029,97.44205499
REGION1,EEHYDMPH0,2030,97.40947657
REGION1,EEHYDMPH0,2031,97.40947657
REGION1,EEHYDMPH0,2032,97.40947657
REGION1,EEHYDMPH0,2033,97.40947657
REGION1,EEHYDMPH0,2034,97.40947657
REGION1,EEHYDMPH0,2035,97.40947657
REGION1,EEHYDMPH0,2036,97.40947657
REGION1,EEHYDMPH0,2037,97.40947657
REGION1,EEHYDMPH0,2038,97.40947657
REGION1,EEHYDMPH0,2039,97.40947657
REGION1,EEHYDMPH0,2040,97.40947657
REGION1,EEHYDMPH0,2041,97.40947657
REGION1,EEHYDMPH0,2042,97.40947657
REGION1,EEHYDMPH0,2043,97.40947657
REGION1,EEHYDMPH0,2044,97.40947657
REGION1,EEHYDMPH0,2045,97.40947657
REGION1,EEHYDMPH0,2046,97.40947657
REGION1,EEHYDMPH0,2047,97.40947657
REGION1,EEHYDMPH0,2048,97.40947657
REGION1,EEHYDMPH0,2049,97.40947657
REGION1,EEHYDMPH0,2050,97.40947657
REGION1,EEHYDMPH0,2051,97.40947657
REGION1,EEHYDMPH0,2052,97.40947657
REGION1,EEHYDMPH0,2053,97.40947657
REGION1,EEHYDMPH0,2054,97.40947657
REGION1,EEHYDMPH0,2055,97.40947657
REGION1,EEHYDMPH0,2056,97.40947657
REGION1,EEHYDMPH0,2057,97.40947657
REGION1,EEHYDMPH0,2058,97.40947657
REGION1,EEHYDMPH0,2059,97.40947657
REGION1,EEHYDMPH0,2060,97.40947657
REGION1,EEHYDMPH1,2015,134.8
REGION1,EEHYDMPH1,2016,132.9346917
REGION1,EEHYDMPH1,2017,131.0693834
REGION1,EEHYDMPH1,2018,129.2040752
REGION1,EEHYDMPH1,2019,127.3387669
REGION1,EEHYDMPH1,2020,125.4734586
REGION1,EEHYDMPH1,2021,125.4548423
REGION1,EEHYDMPH1,2022,125.4362261
REGION1,EEHYDMPH1,2023,125.4176099
REGION1,EEHYDMPH1,2024,125.3989936
REGION1,EEHYDMPH1,2025,125.3803774
REGION1,EEHYDMPH1,2026,125.3617611
REGION1,EEHYDMPH1,2027,125.3431449
REGION1,EEHYDMPH1,2028,125.3245287
REGION1,EEHYDMPH1,2029,125.3059124
REGION1,EEHYDMPH1,2030,125.2872962
REGION1,EEHYDMPH1,2031,125.2500637
REGION1,EEHYDMPH1,2032,125.2128312
REGION1,EEHYDMPH1,2033,125.1755987
